temperature_liquid,co2,ph,fermentation_stage
29.98,645,4.99,FERMENTASI_AKTIF
25.15,2679,3.42,FERMENTASI_LANJUT
25.97,1323,4.78,FERMENTASI_AKTIF
26.44,562,5.8,FERMENTASI_AWAL
27.57,2713,3.36,FERMENTASI_LANJUT
31.04,1947,4.17,FERMENTASI_AKTIF
29.03,856,4.08,FERMENTASI_AKTIF
26.65,449,7.04,BELUM_FERMENTASI
28.58,1219,5.35,FERMENTASI_AWAL
25.24,1802,3.94,FERMENTASI_AKTIF
29.25,1430,5.38,FERMENTASI_AWAL
28.84,825,6.79,BELUM_FERMENTASI
29.92,683,5.46,FERMENTASI_AWAL
28.62,1282,4.33,FERMENTASI_AKTIF
29.57,412,7.2,BELUM_FERMENTASI
24.62,683,6.23,BELUM_FERMENTASI
28.55,1556,4.68,FERMENTASI_AKTIF
24.95,661,6.42,BELUM_FERMENTASI
26.73,1377,5.06,FERMENTASI_AKTIF
27.83,1394,5.23,FERMENTASI_AKTIF
25.81,1583,3.72,FERMENTASI_LANJUT
25.58,1990,4.53,FERMENTASI_AKTIF
29.72,1435,3.75,FERMENTASI_LANJUT
30.98,1131,4.71,FERMENTASI_AKTIF
26.19,400,6.55,BELUM_FERMENTASI
24.73,999,5.5,FERMENTASI_AWAL
30.39,725,5.31,FERMENTASI_AWAL
28.96,667,6.97,BELUM_FERMENTASI
26.68,593,5.24,FERMENTASI_AWAL
29.01,400,7.04,BELUM_FERMENTASI
28.87,1607,4.24,FERMENTASI_AKTIF
25.12,1470,4.11,FERMENTASI_AKTIF
26.18,1477,3.41,FERMENTASI_LANJUT
25.83,1637,5.1,FERMENTASI_AKTIF
28.29,780,5.39,FERMENTASI_AWAL
30.62,2117,4.25,FERMENTASI_AKTIF
27.47,1525,3.41,FERMENTASI_LANJUT
28.55,2112,5.05,FERMENTASI_AKTIF
28.7,1351,4.15,FERMENTASI_AKTIF
24.69,808,6.09,FERMENTASI_AWAL
28.73,691,5.05,FERMENTASI_AWAL
25.13,1752,4.3,FERMENTASI_LANJUT
27.66,1164,5.66,FERMENTASI_AWAL
29.98,852,5.96,FERMENTASI_AWAL
26.53,679,5.69,FERMENTASI_AWAL
30.59,1509,4.67,FERMENTASI_AKTIF
30.69,1410,5.4,FERMENTASI_AWAL
27.56,1627,4.53,FERMENTASI_AKTIF
25.91,2139,4.41,FERMENTASI_AKTIF
29.8,1287,4.01,FERMENTASI_AKTIF
26.46,1374,4.43,FERMENTASI_AKTIF
25.8,409,6.5,BELUM_FERMENTASI
28.85,634,6.09,FERMENTASI_AWAL
29.96,2559,3.61,FERMENTASI_LANJUT
29.75,587,6.77,BELUM_FERMENTASI
26.55,1479,4.73,FERMENTASI_AKTIF
26.84,1144,5.25,FERMENTASI_AWAL
26.67,1045,5.89,FERMENTASI_AWAL
31.44,1890,5.03,FERMENTASI_AKTIF
29.33,1208,4.44,FERMENTASI_AKTIF
25.63,2326,4.19,FERMENTASI_LANJUT
30.36,1647,5.16,FERMENTASI_AKTIF
28.07,2470,4.0,FERMENTASI_LANJUT
28.4,2161,4.55,FERMENTASI_AKTIF
25.02,2703,3.54,FERMENTASI_LANJUT
25.89,1092,3.96,FERMENTASI_AKTIF
27.38,1806,3.34,FERMENTASI_LANJUT
26.9,2501,4.03,FERMENTASI_LANJUT
29.06,1041,4.18,FERMENTASI_AKTIF
27.56,1384,5.82,FERMENTASI_AWAL
28.46,753,6.89,BELUM_FERMENTASI
29.21,1656,4.94,FERMENTASI_AKTIF
26.06,957,4.86,FERMENTASI_AWAL
30.95,1817,4.5,FERMENTASI_AKTIF
27.17,1050,5.92,FERMENTASI_AWAL
27.74,2250,3.52,FERMENTASI_LANJUT
26.88,621,6.81,BELUM_FERMENTASI
28.59,589,6.58,BELUM_FERMENTASI
30.58,1933,4.13,FERMENTASI_AKTIF
26.44,1645,4.98,FERMENTASI_AKTIF
25.43,1564,3.45,FERMENTASI_LANJUT
28.63,505,6.05,FERMENTASI_AWAL
27.58,1922,5.05,FERMENTASI_AKTIF
29.34,1435,5.76,FERMENTASI_AWAL
27.77,2655,3.63,FERMENTASI_LANJUT
29.49,460,6.29,BELUM_FERMENTASI
26.59,668,6.89,BELUM_FERMENTASI
29.84,1953,4.89,FERMENTASI_AKTIF
29.81,1058,5.82,FERMENTASI_AWAL
26.66,960,5.34,FERMENTASI_AWAL
23.69,2107,3.01,MATANG
29.78,1181,4.77,FERMENTASI_AWAL
31.02,1514,4.35,FERMENTASI_AKTIF
29.82,879,4.32,FERMENTASI_AKTIF
30.38,2294,3.65,FERMENTASI_LANJUT
27.28,607,6.14,FERMENTASI_AWAL
25.63,438,6.18,BELUM_FERMENTASI
26.95,1023,4.5,FERMENTASI_AKTIF
26.39,400,6.18,BELUM_FERMENTASI
28.01,838,5.85,FERMENTASI_AWAL
28.67,761,6.29,BELUM_FERMENTASI
27.99,1400,3.52,MATANG
27.85,1428,5.18,FERMENTASI_AKTIF
26.93,736,5.43,FERMENTASI_AWAL
30.41,1137,4.7,FERMENTASI_AKTIF
27.19,2319,2.98,MATANG
31.51,1174,4.19,FERMENTASI_AKTIF
30.1,1956,4.65,FERMENTASI_AKTIF
30.05,2279,3.85,FERMENTASI_LANJUT
25.59,1982,2.91,MATANG
25.79,1132,6.29,FERMENTASI_AWAL
29.12,612,6.01,BELUM_FERMENTASI
30.48,1628,4.73,FERMENTASI_AKTIF
29.53,648,6.16,BELUM_FERMENTASI
27.32,2042,4.63,FERMENTASI_AKTIF
27.79,1313,4.67,FERMENTASI_AKTIF
25.18,1663,3.39,FERMENTASI_LANJUT
26.37,1033,4.46,FERMENTASI_AKTIF
24.21,804,7.11,BELUM_FERMENTASI
29.98,1319,4.0,FERMENTASI_AKTIF
29.09,1938,4.84,FERMENTASI_AKTIF
25.36,1248,4.95,FERMENTASI_AKTIF
26.04,2105,3.28,FERMENTASI_LANJUT
26.42,1953,4.53,FERMENTASI_AKTIF
31.23,945,5.25,FERMENTASI_AWAL
30.86,1047,4.63,FERMENTASI_AKTIF
27.08,1796,4.41,FERMENTASI_AKTIF
28.25,1143,4.58,FERMENTASI_AKTIF
25.88,927,5.64,FERMENTASI_AWAL
26.02,697,5.43,FERMENTASI_AWAL
25.75,865,5.17,FERMENTASI_AWAL
28.95,824,7.08,BELUM_FERMENTASI
29.08,1187,5.85,FERMENTASI_AWAL
25.64,1600,3.74,MATANG
28.69,1532,4.34,FERMENTASI_LANJUT
25.43,1693,5.39,FERMENTASI_AKTIF
28.87,1689,5.01,FERMENTASI_AKTIF
31.18,1271,4.71,FERMENTASI_AKTIF
26.82,1621,4.38,FERMENTASI_LANJUT
27.66,1941,4.29,FERMENTASI_AKTIF
26.58,1024,4.5,FERMENTASI_AKTIF
29.73,1356,4.58,FERMENTASI_AKTIF
24.24,655,6.08,BELUM_FERMENTASI
26.86,2324,3.88,FERMENTASI_LANJUT
28.09,690,5.07,FERMENTASI_AWAL
27.87,1892,5.07,FERMENTASI_AKTIF
30.92,1352,4.34,FERMENTASI_AKTIF
25.56,655,5.19,FERMENTASI_AWAL
26.06,1837,4.71,FERMENTASI_AKTIF
28.01,1825,4.57,FERMENTASI_AKTIF
27.78,1464,4.32,FERMENTASI_AKTIF
28.91,2296,3.8,FERMENTASI_LANJUT
26.17,1146,4.77,FERMENTASI_AKTIF
25.91,735,5.53,FERMENTASI_AWAL
30.07,1286,3.76,FERMENTASI_LANJUT
26.2,1191,5.21,FERMENTASI_AWAL
29.89,1084,5.62,FERMENTASI_AWAL
26.02,820,5.23,FERMENTASI_AWAL
27.54,1259,6.17,FERMENTASI_AWAL
25.89,497,7.29,BELUM_FERMENTASI
27.41,773,6.25,BELUM_FERMENTASI
28.22,2021,3.54,FERMENTASI_LANJUT
26.78,1060,5.37,FERMENTASI_AWAL
26.75,658,6.54,BELUM_FERMENTASI
27.67,723,6.53,BELUM_FERMENTASI
30.38,985,4.75,FERMENTASI_AKTIF
26.5,1717,3.79,FERMENTASI_LANJUT
25.93,1748,3.93,FERMENTASI_AKTIF
27.48,1323,4.29,FERMENTASI_AKTIF
29.59,888,5.94,FERMENTASI_AWAL
28.76,453,6.53,BELUM_FERMENTASI
26.17,2030,3.88,FERMENTASI_AKTIF
30.62,1230,5.06,FERMENTASI_AWAL
30.1,1916,4.75,FERMENTASI_AKTIF
28.62,1982,3.64,MATANG
23.56,824,7.04,BELUM_FERMENTASI
25.97,624,6.1,BELUM_FERMENTASI
27.23,1842,3.39,MATANG
29.94,1221,5.87,FERMENTASI_AWAL
25.62,1636,3.87,MATANG
29.79,1160,4.57,FERMENTASI_AKTIF
28.96,1421,4.2,FERMENTASI_AKTIF
28.07,1651,3.31,FERMENTASI_LANJUT
29.46,1128,5.48,FERMENTASI_AWAL
27.63,618,6.41,BELUM_FERMENTASI
27.67,1056,4.13,FERMENTASI_AKTIF
26.21,670,5.44,FERMENTASI_AWAL
29.54,1038,5.71,FERMENTASI_AWAL
29.12,971,5.97,FERMENTASI_AWAL
28.37,2787,4.0,FERMENTASI_LANJUT
27.34,2108,3.56,FERMENTASI_LANJUT
28.71,913,5.06,FERMENTASI_AWAL
30.28,1120,5.69,FERMENTASI_AWAL
25.19,987,4.33,FERMENTASI_AKTIF
25.89,876,5.56,FERMENTASI_AWAL
29.23,2167,3.68,FERMENTASI_LANJUT
27.36,766,5.91,FERMENTASI_AWAL
29.36,556,6.35,BELUM_FERMENTASI
31.17,993,5.19,FERMENTASI_AWAL
24.75,2246,3.89,MATANG
29.52,891,5.08,FERMENTASI_AKTIF
30.58,1162,5.26,FERMENTASI_AWAL
25.47,2091,3.46,MATANG
25.6,747,6.57,BELUM_FERMENTASI
29.6,1331,5.2,FERMENTASI_AWAL
29.28,2008,3.82,FERMENTASI_LANJUT
27.11,1207,3.58,MATANG
30.94,755,5.21,FERMENTASI_AWAL
27.23,755,5.77,FERMENTASI_AWAL
27.19,1031,4.31,FERMENTASI_AKTIF
27.42,1787,4.39,FERMENTASI_AKTIF
29.24,595,7.14,BELUM_FERMENTASI
25.59,655,7.17,BELUM_FERMENTASI
27.83,492,6.76,BELUM_FERMENTASI
30.99,1485,4.63,FERMENTASI_AKTIF
27.7,1103,5.14,FERMENTASI_AKTIF
25.97,1888,3.95,FERMENTASI_LANJUT
26.41,1115,5.3,FERMENTASI_AWAL
24.95,1984,3.93,FERMENTASI_LANJUT
30.24,2416,3.74,MATANG
26.49,899,6.06,FERMENTASI_AWAL
26.21,929,5.39,FERMENTASI_AWAL
26.53,654,6.91,BELUM_FERMENTASI
29.14,618,5.93,FERMENTASI_AWAL
27.07,1654,3.8,FERMENTASI_LANJUT
25.47,555,6.14,BELUM_FERMENTASI
30.11,815,6.85,BELUM_FERMENTASI
26.17,1673,3.0,MATANG
29.09,1794,4.64,FERMENTASI_AKTIF
30.19,1010,5.64,FERMENTASI_AWAL
28.49,1358,4.74,FERMENTASI_AKTIF
30.72,1897,4.11,FERMENTASI_AKTIF
28.1,1190,6.25,FERMENTASI_AWAL
28.39,1554,4.07,FERMENTASI_LANJUT
28.23,892,5.83,FERMENTASI_AWAL
27.5,1227,4.81,FERMENTASI_AKTIF
28.99,1142,4.06,FERMENTASI_AKTIF
31.3,1942,5.03,FERMENTASI_AKTIF
27.18,1966,3.11,MATANG
25.69,904,6.32,FERMENTASI_AWAL
26.78,626,6.97,BELUM_FERMENTASI
26.24,583,6.81,BELUM_FERMENTASI
28.35,1746,4.73,FERMENTASI_AKTIF
25.78,1888,4.41,FERMENTASI_AKTIF
29.11,1698,3.46,FERMENTASI_LANJUT
27.82,400,6.19,BELUM_FERMENTASI
29.95,1160,5.77,FERMENTASI_AWAL
29.46,1124,6.09,FERMENTASI_AWAL
26.24,792,6.09,BELUM_FERMENTASI
31.0,1926,4.04,FERMENTASI_AKTIF
25.78,837,5.15,FERMENTASI_AKTIF
28.65,2400,3.46,FERMENTASI_LANJUT
30.45,1743,4.05,FERMENTASI_AKTIF
29.22,1672,3.24,MATANG
29.49,566,6.72,BELUM_FERMENTASI
30.43,1899,4.95,FERMENTASI_AKTIF
29.73,1424,4.77,FERMENTASI_AKTIF
30.39,1380,4.54,FERMENTASI_AKTIF
29.44,1558,3.81,MATANG
27.98,1217,4.78,FERMENTASI_AKTIF
28.87,683,6.24,FERMENTASI_AWAL
30.51,2570,4.12,FERMENTASI_LANJUT
30.64,1687,4.46,FERMENTASI_AKTIF
29.44,518,6.59,BELUM_FERMENTASI
26.08,932,4.26,FERMENTASI_AKTIF
26.0,1503,3.52,FERMENTASI_LANJUT
26.47,1625,3.98,MATANG
30.48,848,5.05,FERMENTASI_AWAL
27.96,882,5.3,FERMENTASI_AWAL
30.07,697,5.54,FERMENTASI_AWAL
27.21,1455,4.39,FERMENTASI_AKTIF
27.35,1150,5.16,FERMENTASI_AKTIF
30.19,2149,3.69,FERMENTASI_LANJUT
30.38,1085,4.67,FERMENTASI_AKTIF
25.83,938,5.19,FERMENTASI_AWAL
30.47,1189,4.8,FERMENTASI_AWAL
26.94,1496,5.26,FERMENTASI_AKTIF
31.04,1500,5.17,FERMENTASI_AKTIF
29.28,742,5.45,FERMENTASI_AWAL
29.79,1130,5.45,FERMENTASI_AWAL
30.91,1127,5.05,FERMENTASI_AWAL
27.31,2431,3.93,MATANG
28.3,1339,3.59,FERMENTASI_LANJUT
25.3,1572,3.41,FERMENTASI_LANJUT
27.5,1845,5.04,FERMENTASI_AKTIF
27.87,1275,5.79,FERMENTASI_AWAL
29.53,440,6.84,BELUM_FERMENTASI
25.36,1098,6.08,FERMENTASI_AWAL
28.61,1957,4.37,FERMENTASI_LANJUT
31.22,870,4.9,FERMENTASI_AKTIF
28.76,1013,6.11,FERMENTASI_AWAL
28.71,406,6.7,BELUM_FERMENTASI
27.23,1293,5.96,FERMENTASI_AWAL
27.31,1251,3.11,MATANG
26.84,849,5.9,FERMENTASI_AWAL
25.19,806,7.19,BELUM_FERMENTASI
29.43,813,6.2,BELUM_FERMENTASI
25.98,910,6.04,FERMENTASI_AWAL
25.22,2158,4.9,FERMENTASI_AKTIF
29.11,912,5.02,FERMENTASI_AWAL
28.75,884,6.24,FERMENTASI_AWAL
28.81,818,6.45,BELUM_FERMENTASI
25.54,1942,4.2,FERMENTASI_AKTIF
29.36,2385,3.81,FERMENTASI_LANJUT
29.96,1441,4.45,FERMENTASI_AKTIF
27.96,888,6.09,FERMENTASI_AWAL
27.05,842,5.9,FERMENTASI_AWAL
29.01,1916,4.04,FERMENTASI_AKTIF
25.15,1611,3.05,MATANG
26.54,422,5.88,BELUM_FERMENTASI
25.47,1868,4.28,FERMENTASI_AKTIF
29.39,2405,3.73,FERMENTASI_LANJUT
28.18,680,6.13,BELUM_FERMENTASI
31.06,1506,3.41,FERMENTASI_LANJUT
29.71,1404,3.48,FERMENTASI_LANJUT
26.21,984,5.66,FERMENTASI_AWAL
27.13,906,4.71,FERMENTASI_AKTIF
27.35,1094,4.11,FERMENTASI_AKTIF
26.66,852,5.38,FERMENTASI_AWAL
26.37,1606,4.24,FERMENTASI_LANJUT
24.65,769,7.06,BELUM_FERMENTASI
30.65,1455,4.04,FERMENTASI_AKTIF
29.15,1214,3.36,FERMENTASI_LANJUT
29.2,750,6.42,BELUM_FERMENTASI
28.95,684,6.09,BELUM_FERMENTASI
27.11,2158,4.58,FERMENTASI_AKTIF
27.56,1915,4.89,FERMENTASI_AKTIF
28.82,1063,6.25,FERMENTASI_AWAL
25.32,740,6.19,BELUM_FERMENTASI
28.84,1991,4.17,FERMENTASI_LANJUT
25.26,574,5.77,FERMENTASI_AWAL
30.35,869,5.95,FERMENTASI_AWAL
27.79,1249,4.29,FERMENTASI_AKTIF
28.92,2020,5.17,FERMENTASI_AKTIF
27.12,1887,3.97,FERMENTASI_AKTIF
26.75,1018,5.55,FERMENTASI_AWAL
25.94,2050,3.99,FERMENTASI_AKTIF
25.73,1071,5.97,FERMENTASI_AWAL
26.12,666,6.56,BELUM_FERMENTASI
26.46,1140,5.93,FERMENTASI_AWAL
25.67,557,7.01,BELUM_FERMENTASI
28.41,560,6.73,BELUM_FERMENTASI
30.05,1127,5.73,FERMENTASI_AWAL
25.97,400,6.14,BELUM_FERMENTASI
29.12,1959,4.26,FERMENTASI_AKTIF
25.69,2327,3.44,FERMENTASI_LANJUT
26.89,862,6.09,FERMENTASI_AWAL
27.58,1162,3.7,MATANG
24.91,844,5.86,FERMENTASI_AWAL
30.22,1742,4.25,FERMENTASI_AKTIF
28.47,798,6.13,FERMENTASI_AWAL
28.51,1031,5.65,FERMENTASI_AWAL
24.01,1903,3.06,MATANG
28.47,1379,4.47,FERMENTASI_AKTIF
24.96,2026,4.83,FERMENTASI_AKTIF
29.19,592,7.3,BELUM_FERMENTASI
29.16,2173,4.62,FERMENTASI_AKTIF
27.45,2189,4.87,FERMENTASI_AKTIF
30.15,1040,5.25,FERMENTASI_AWAL
25.31,1316,3.46,FERMENTASI_LANJUT
25.63,815,5.4,FERMENTASI_AWAL
28.2,551,5.96,BELUM_FERMENTASI
30.33,981,4.36,FERMENTASI_AKTIF
29.58,1024,5.65,FERMENTASI_AWAL
29.47,2074,4.89,FERMENTASI_AKTIF
25.66,1061,6.27,FERMENTASI_AWAL
29.3,933,6.2,FERMENTASI_AWAL
25.22,1438,3.98,FERMENTASI_LANJUT
25.98,908,5.38,FERMENTASI_AWAL
28.6,1744,3.94,MATANG
29.62,622,6.04,BELUM_FERMENTASI
26.94,697,6.16,BELUM_FERMENTASI
30.04,1539,4.08,FERMENTASI_AKTIF
31.35,1132,4.13,FERMENTASI_AKTIF
29.45,1540,3.67,MATANG
28.38,1689,4.26,FERMENTASI_AKTIF
25.25,1691,4.33,FERMENTASI_AKTIF
26.22,1850,3.46,MATANG
25.77,679,7.26,BELUM_FERMENTASI
30.4,1859,4.23,FERMENTASI_AKTIF
26.82,2283,4.86,FERMENTASI_AKTIF
27.24,2031,3.92,MATANG
31.19,1295,4.47,FERMENTASI_LANJUT
25.89,588,5.62,FERMENTASI_AWAL
27.87,654,7.05,BELUM_FERMENTASI
25.35,807,6.31,BELUM_FERMENTASI
26.93,1157,5.73,FERMENTASI_AWAL
29.01,2222,3.65,FERMENTASI_LANJUT
28.27,1532,3.66,FERMENTASI_LANJUT
28.41,2017,3.24,MATANG
24.29,2029,3.62,MATANG
28.45,1138,5.4,FERMENTASI_AWAL
25.52,2049,3.74,MATANG
28.67,2063,4.77,FERMENTASI_AKTIF
29.36,1303,5.64,FERMENTASI_AWAL
26.55,872,6.77,BELUM_FERMENTASI
31.38,1050,4.36,FERMENTASI_AKTIF
29.49,1898,4.56,FERMENTASI_AKTIF
26.61,468,6.75,BELUM_FERMENTASI
24.99,1616,3.79,FERMENTASI_LANJUT
25.55,1377,3.93,FERMENTASI_AKTIF
28.11,1708,3.0,MATANG
26.14,1178,5.47,FERMENTASI_AWAL
25.46,1860,3.7,FERMENTASI_LANJUT
26.58,879,5.62,FERMENTASI_AWAL
30.79,2607,4.26,FERMENTASI_LANJUT
29.37,1481,4.3,FERMENTASI_AKTIF
27.91,1435,4.05,FERMENTASI_LANJUT
24.42,1395,4.05,FERMENTASI_LANJUT
30.26,1641,5.16,FERMENTASI_AKTIF
26.97,1152,3.22,MATANG
25.31,517,6.04,BELUM_FERMENTASI
25.72,928,5.23,FERMENTASI_AWAL
28.73,1720,4.02,FERMENTASI_LANJUT
27.57,763,7.13,BELUM_FERMENTASI
25.5,570,6.49,BELUM_FERMENTASI
24.51,2418,3.48,FERMENTASI_LANJUT
26.61,835,5.12,FERMENTASI_AWAL
27.58,2067,3.12,MATANG
28.79,1031,3.95,FERMENTASI_AKTIF
28.94,593,6.0,BELUM_FERMENTASI
29.31,608,6.42,BELUM_FERMENTASI
27.39,715,5.85,FERMENTASI_AWAL
25.84,1001,4.06,FERMENTASI_AKTIF
27.35,1189,4.52,FERMENTASI_AKTIF
25.35,1138,6.03,FERMENTASI_AWAL
29.63,2323,3.38,FERMENTASI_LANJUT
24.43,2202,2.97,MATANG
25.72,1065,5.29,FERMENTASI_AWAL
29.48,1311,3.97,FERMENTASI_LANJUT
28.26,926,5.65,FERMENTASI_AWAL
28.34,1721,3.81,FERMENTASI_LANJUT
31.21,1851,4.35,FERMENTASI_AKTIF
28.42,1215,3.94,FERMENTASI_AKTIF
31.3,1047,4.18,FERMENTASI_AKTIF
30.04,1627,3.72,FERMENTASI_LANJUT
29.66,1184,3.81,FERMENTASI_LANJUT
24.72,1986,4.75,FERMENTASI_AKTIF
29.71,1453,3.49,FERMENTASI_LANJUT
29.69,1202,5.9,FERMENTASI_AWAL
27.5,2571,3.29,FERMENTASI_LANJUT
24.9,537,6.15,BELUM_FERMENTASI
30.32,1563,4.71,FERMENTASI_AKTIF
26.92,1117,4.96,FERMENTASI_AKTIF
29.67,761,5.36,FERMENTASI_AWAL
29.68,1752,3.76,FERMENTASI_LANJUT
29.19,729,5.23,FERMENTASI_AWAL
29.13,1511,4.11,FERMENTASI_AKTIF
27.6,728,5.93,BELUM_FERMENTASI
25.93,1910,3.4,MATANG
25.5,2607,3.37,FERMENTASI_LANJUT
30.61,1230,6.15,FERMENTASI_AWAL
28.84,1310,3.92,FERMENTASI_AKTIF
27.68,1058,4.78,FERMENTASI_AKTIF
27.54,1820,3.86,FERMENTASI_LANJUT
26.63,720,7.23,BELUM_FERMENTASI
30.52,922,4.11,FERMENTASI_AKTIF
28.23,1559,5.0,FERMENTASI_AKTIF
28.81,1121,6.03,FERMENTASI_AWAL
29.2,1603,4.25,FERMENTASI_LANJUT
28.67,1450,3.9,FERMENTASI_AKTIF
24.84,500,6.84,BELUM_FERMENTASI
29.42,400,7.19,BELUM_FERMENTASI
27.88,785,6.06,FERMENTASI_AWAL
28.93,2148,3.77,MATANG
26.24,541,6.65,BELUM_FERMENTASI
27.79,1595,3.41,MATANG
30.98,1437,4.9,FERMENTASI_AKTIF
25.62,1362,3.57,MATANG
25.08,831,6.22,BELUM_FERMENTASI
30.36,1589,4.11,FERMENTASI_AKTIF
25.26,1075,3.44,MATANG
29.94,2150,4.56,FERMENTASI_AKTIF
27.54,1041,5.23,FERMENTASI_AWAL
30.68,433,6.35,BELUM_FERMENTASI
25.73,1310,5.13,FERMENTASI_AKTIF
30.41,904,4.95,FERMENTASI_AWAL
26.67,2225,3.88,FERMENTASI_LANJUT
28.43,1105,5.74,FERMENTASI_AWAL
25.24,2177,3.81,FERMENTASI_LANJUT
24.07,2088,3.1,MATANG
28.7,1216,5.75,FERMENTASI_AWAL
24.6,791,6.96,BELUM_FERMENTASI
26.0,2125,3.83,FERMENTASI_LANJUT
26.42,559,6.39,BELUM_FERMENTASI
29.69,2195,3.73,FERMENTASI_LANJUT
26.13,1596,4.05,FERMENTASI_AKTIF
24.54,1232,4.72,FERMENTASI_AKTIF
27.55,660,6.94,BELUM_FERMENTASI
30.11,1307,5.37,FERMENTASI_AWAL
26.3,640,5.87,FERMENTASI_AWAL
25.21,2039,3.08,MATANG
28.97,1294,3.5,MATANG
30.74,1123,5.98,FERMENTASI_AWAL
26.87,1703,3.72,FERMENTASI_LANJUT
28.27,1118,4.91,FERMENTASI_AKTIF
27.3,695,5.19,FERMENTASI_AWAL
27.17,1428,3.65,FERMENTASI_LANJUT
27.87,1037,4.49,FERMENTASI_AKTIF
29.95,486,6.35,BELUM_FERMENTASI
24.81,1667,3.79,FERMENTASI_LANJUT
25.84,1144,3.9,MATANG
28.58,712,5.75,FERMENTASI_AWAL
27.05,2193,4.11,FERMENTASI_AKTIF
28.94,1873,3.24,MATANG
30.47,415,5.22,FERMENTASI_AWAL
31.76,1635,5.26,FERMENTASI_AKTIF
25.39,1121,5.07,FERMENTASI_AWAL
29.56,1498,5.03,FERMENTASI_AKTIF
24.11,400,6.47,BELUM_FERMENTASI
27.55,1425,4.94,FERMENTASI_AKTIF
28.76,1461,5.06,FERMENTASI_AKTIF
25.36,879,5.96,FERMENTASI_AWAL
24.62,498,6.84,BELUM_FERMENTASI
25.25,905,5.77,FERMENTASI_AWAL
29.72,2100,3.99,FERMENTASI_LANJUT
29.9,2101,4.63,FERMENTASI_AKTIF
26.73,843,6.94,BELUM_FERMENTASI
27.62,2407,3.35,FERMENTASI_LANJUT
28.72,1372,6.19,FERMENTASI_AWAL
24.69,617,6.85,BELUM_FERMENTASI
26.65,400,6.1,BELUM_FERMENTASI
29.32,1902,3.86,FERMENTASI_LANJUT
30.38,852,5.72,FERMENTASI_AWAL
23.88,859,6.05,BELUM_FERMENTASI
25.33,980,5.27,FERMENTASI_AKTIF
27.35,400,6.62,BELUM_FERMENTASI
25.1,2063,4.81,FERMENTASI_AKTIF
25.62,756,5.56,FERMENTASI_AWAL
29.33,589,6.68,BELUM_FERMENTASI
30.97,1058,4.42,FERMENTASI_AKTIF
25.81,2557,4.02,FERMENTASI_LANJUT
29.83,1375,2.99,MATANG
31.24,2324,3.53,FERMENTASI_LANJUT
27.94,1743,3.15,MATANG
26.99,1750,4.81,FERMENTASI_AKTIF
26.82,2508,4.26,FERMENTASI_LANJUT
25.58,925,5.13,FERMENTASI_AKTIF
25.25,570,6.62,BELUM_FERMENTASI
29.61,2770,3.38,FERMENTASI_LANJUT
28.54,1060,5.11,FERMENTASI_AWAL
30.38,2266,3.98,FERMENTASI_LANJUT
28.46,564,6.53,BELUM_FERMENTASI
29.34,598,6.02,FERMENTASI_AWAL
26.45,718,6.58,BELUM_FERMENTASI
28.33,627,6.17,BELUM_FERMENTASI
25.76,613,5.35,FERMENTASI_AWAL
24.58,1678,3.33,MATANG
28.87,2172,4.67,FERMENTASI_AKTIF
26.61,1344,4.14,FERMENTASI_LANJUT
26.66,1281,3.96,FERMENTASI_LANJUT
24.32,1847,3.79,MATANG
30.69,1205,4.95,FERMENTASI_AKTIF
28.7,1691,4.02,FERMENTASI_AKTIF
25.31,1506,3.21,FERMENTASI_LANJUT
25.93,1197,4.36,FERMENTASI_AKTIF
29.61,2205,3.88,FERMENTASI_LANJUT
31.04,971,5.85,FERMENTASI_AWAL
27.52,2064,4.13,FERMENTASI_LANJUT
27.84,1657,4.77,FERMENTASI_AKTIF
30.52,1706,4.23,FERMENTASI_LANJUT
25.29,1855,4.79,FERMENTASI_AKTIF
25.73,1895,3.18,MATANG
25.53,2580,3.97,FERMENTASI_LANJUT
25.45,1665,3.31,FERMENTASI_LANJUT
29.94,2122,4.23,FERMENTASI_AKTIF
28.4,821,5.36,FERMENTASI_AWAL
29.13,1952,3.67,FERMENTASI_LANJUT
27.76,2085,4.9,FERMENTASI_AKTIF
30.29,1494,3.87,FERMENTASI_LANJUT
24.29,1658,3.59,FERMENTASI_LANJUT
28.04,624,6.82,BELUM_FERMENTASI
29.95,685,5.44,FERMENTASI_AWAL
26.79,1048,4.13,FERMENTASI_AKTIF
27.53,2038,4.94,FERMENTASI_AKTIF
28.17,1246,5.21,FERMENTASI_AWAL
28.68,1896,4.76,FERMENTASI_AKTIF
27.94,1011,4.38,FERMENTASI_AKTIF
30.6,2208,5.2,FERMENTASI_AKTIF
25.33,784,5.89,FERMENTASI_AWAL
29.08,806,5.77,FERMENTASI_AWAL
27.65,1183,4.87,FERMENTASI_AKTIF
29.01,1467,4.62,FERMENTASI_AKTIF
26.26,1720,4.9,FERMENTASI_AKTIF
31.31,1970,4.66,FERMENTASI_AKTIF
30.07,1687,4.01,MATANG
25.65,1662,4.73,FERMENTASI_AKTIF
29.55,1813,5.06,FERMENTASI_AKTIF
28.61,2198,5.03,FERMENTASI_AKTIF
27.55,2326,3.63,FERMENTASI_LANJUT
29.83,2619,3.38,FERMENTASI_LANJUT
25.64,1918,5.05,FERMENTASI_AKTIF
29.81,1640,3.68,MATANG
26.7,1327,3.11,MATANG
29.09,2535,3.87,FERMENTASI_LANJUT
